,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
613,Sérgio Mosquera,42,3779,89.97619048,185,77,28,7.08,4,0.1,0.14,1,0.87,0,0.1,0.12,0.84,0,0.12,179.2,0.77,7,27,0.91,141,0,0,0,0,0,0,0.92,2,5.38,0,Colombia (Categoría Primera A),0.92,121,0,0,4.597701149,0.04741995237,€16K - €160K,88000
614,Birama Touré,14,1170,83.57142857,183,76,30,6.86,0,0,0,0,0.9,0.46,0.08,0.62,0.92,0.33,0.08,161,0.82,0,14,1.15,32,0,0,0,0,0,0,0,0,4.38,0,France (Ligue 2),0.87,113,0,0,0,0.1376068376,€40K - €400K,220000
615,Moritz Jenz,14,1260,90,190,85,23,6.78,0,0,0,0,0.14,0.07,0,0,0.94,0,0.07,143.5,0.83,1,14,2.79,150,0,0,0,0,0,0,0,0,12.93,1,France (Ligue 1),0.93,124,0,0,0,0.1138888889,€550K - €5.4M,2975000
616,Tony Mauricio,14,1243,88.78571429,169,63,28,6.96,5,0.36,0.35,1,1.97,0.14,0,1.3,0.85,0.22,2.53,168.2,0.4,0,24,1.45,19,0,0,0,0,0,0,0.67,0,4.92,7,France (Ligue 1),0.67,115,0,0,2.538071066,0.1353177796,€3.1M - €6.8M,4950000
617,Markus Henriksen,25,2261,90.44,187,85,30,6.97,2,0.08,0.47,0,0.33,0.04,0,0.52,0.85,0.17,0.16,144.3,0.83,1,42,0.56,24,0,0,0,0,0,0,0,0,2.75,1,Norway (Eliteserien),0.91,124,0,0,6.060606061,0.063821318,€300K - €2.9M,1600000
618,Lukas Görtler,13,1170,90,186,80,28,7.08,2,0.15,0.5,0,0.61,0.08,0,1.23,0.88,0.14,0.23,158.6,0.7,0,24,1.15,19,0,0,0,0,0,0,0,0,5.46,2,Switzerland (Super League),0.6,115,0,0,3.278688525,0.1355555556,€240K - €2.4M,1320000
619,Tino Livramento,18,1489,82.72222222,186,81,19,7.06,0,0,0.5,0,1.18,0.61,0,1.33,0.9,0.29,3.08,215.3,0.75,1,27,2.12,61,0,0,0,0,0,0,0,2,7.31,3,England (EFL Championship),0.87,139,0,0,0,0.144593687,€15.5M - €20M,17750000
620,Nathan Trott,14,1238,88.42857143,185,72,23,6.99,0,0,0,0,0,0,0,0.22,0.51,0,0,80.4,0,0,1,0,0,0.73,0,-0.04,10,9,21,0,1,0,0,England (EFL League One),1,110,40,0,0,0.06494345719,€450K - €4.6M,2525000
621,Tyler Blackett,28,2478,88.5,191,83,28,6.85,1,0.04,0.23,0,0.36,0.04,0.07,0.47,0.83,0.34,0.07,134.2,0.86,3,42,1.34,39,0,0,0,0,0,0,0,0,3.12,1,U.S.A. (MLS),0.95,119,0,0,2.777777778,0.05415657789,€275K - €2.9M,1587500
622,Mickey van der Hart,20,1771,88.55,188,87,28,6.97,0,0,0,0,0,0,0,0.1,0.46,0,0,120.4,0,0,0,0,0,1.22,0,-0.03,17,9,48,0,4,0,0,Portugal (Primeira Liga),0.25,115,74,0,0,0.06798418972,€50K - €475K,262500
623,Miha Blažič,16,1440,90,185,78,29,7.22,1,0.06,0.08,0,0.62,0.2,0.12,0.12,0.92,0.5,0,131.7,0.76,1,10,2.12,123,0,0,0,0,0,0,0,0,11.69,0,Hungary (OTP Bank Liga),1,128,0,0,1.612903226,0.09145833333,€2.2M,1100001
624,Dario Maresic,14,1202,85.85714286,183,74,23,7.04,1,0.07,0.17,0,1.34,0,0,0.22,0.96,0,0,141.3,0.73,3,6,2.7,112,0,0,0,0,0,0,0,1,11.23,1,France (Ligue 1),0.88,131,0,0,0.7462686567,0.1175540765,€3.9M - €7.6M,5750000
625,Eddy Gnahoré,12,1080,90,188,85,28,6.87,1,0.08,0.44,0,2.08,0.25,0,1.33,0.92,0.27,0.08,146.7,0.54,0,14,1.08,23,0,0,0,0,0,0,0,1,6.33,4,France (Ligue 2),1,116,0,0,0.4807692308,0.1358333333,€220K - €700K,460000
626,Filippo Delli Carri,11,990,90,189,77,23,6.73,0,0,0,0,0.19,0,0,0.09,0.92,0,0.09,113.4,0.81,0,9,2.64,109,0,0,0,0,0,0,0,0,15,1,Italy (Serie B),0.57,112,0,0,0,0.1145454545,€130K - €1.3M,715000
627,Alexandru Măţan,29,1956,67.44827586,167,61,23,6.86,0,0,0.2,0,1.68,0.14,0.09,1.06,0.82,0.3,1.38,175.6,0.42,0,27,1.24,17,0,0,0,0,0,0,0,0,4.14,10,U.S.A. (MLS),0.75,127,0,0,0,0.08977505112,€1M - €9.8M,5400000
628,Batista Mendy,13,1049,80.69230769,191,82,22,7.04,0,0,0.23,0,1.94,0.51,0.09,1.29,0.9,0.23,0.17,147.7,0.75,1,19,0.86,22,0,0,0,0,0,0,0,0,5.75,3,France (Ligue 1),0.57,121,0,0,0,0.1408007626,€700K - €6.8M,3750000
629,Othman Boussaid,12,838,69.83333333,166,58,22,7.08,2,0.21,0.38,0,1.93,0.46,0,2.04,0.87,0.45,2.79,129.2,0.54,0,17,1.72,11,0,0,0,0,0,0,0,0,6.34,5,Holland (Eredivisie),0.54,128,0,0,1.03626943,0.154176611,€11M - €14.5M,12750000
630,Pol Llonch,11,936,85.09090909,171,70,30,7.2,0,0,0.15,0,0.94,0,0.29,0.87,0.88,0.45,0.19,128.4,0.75,0,15,0.96,17,0,0,0,0,0,0,0,0,5,2,Holland (Eredivisie),0.8,120,0,0,0,0.1371794872,€650K - €6.6M,3625000
631,Trent Sainsbury,11,990,90,184,76,30,7.02,0,0,0.25,0,0.47,0.09,0.09,0.18,0.94,0,0,115.2,0.79,0,11,2.18,98,0,0,0,0,0,0,0,0,14.09,3,Belgium (Pro League),0.8,116,0,0,0,0.1163636364,€300K - €2.9M,1600000
632,Pantelis Hatzidiakos,12,1080,90,183,74,25,6.8,0,0,0.44,0,0.97,0,0,0,0.94,0.5,0,128.7,0.78,3,6,1.83,93,0,0,0,0,0,0,0,0,14.08,2,Holland (Eredivisie),0.87,128,0,0,0,0.1191666667,€800K - €8.2M,4500000
633,Arlind Ajeti,11,947,86.09090909,184,83,29,7.06,3,0.29,0.86,0,0.39,0,0,0.1,0.92,0,0,100,0.83,0,10,2.09,92,0,0,0,0,0,0,0,1,14.16,1,Italy (Serie B),1,113,0,0,7.692307692,0.1055966209,€475K - €4.8M,2637500
634,Tomás Ribeiro,11,943,85.72727273,185,80,23,6.6,0,0,0,0,1.54,0.1,0,0.1,0.94,0.25,0,111.4,0.64,2,8,2.58,93,0,0,0,0,0,0,0,0,14.22,2,Switzerland (Super League),0.67,125,0,0,0,0.1181336161,€5M - €10.5M,7750000
635,Joël Drommel,18,1620,90,193,87,25,6.96,0,0,0,0,0,0,0,0,0.48,0,0,109.9,0,0,1,0.33,0,1.28,-18.24,-0.03,25,11,23,0,0,0,0,Holland (Eredivisie),0,130,59,-3.234649123,0,0.06783950617,€650K - €6.6M,3625000
636,Róbson Bambu,35,3202,91.48571429,185,71,24,7.25,1,0.03,0.08,0,0.67,0.03,0.06,0.11,0.89,0,0.17,215.3,0.77,2,42,1.24,170,0,0,0,0,0,0,0,0,7.81,0,Brazil (Brasileiro Série A),1,126,0,0,1.492537313,0.06723922548,€425K - €4.3M,2362500
637,Robert Voloder,31,2506,80.83870968,185,82,21,6.8,0,0,0.25,0,0.74,0.11,0.11,0.29,0.91,0,0.04,209.9,0.81,0,43,1.4,168,0,0,0,0,0,0,0.86,1,9.41,1,U.S.A. (MLS),0.86,116,0,0,0,0.08375897845,€550K - €5.6M,3075000
638,César Araújo,20,1870,93.5,178,69,21,7.19,0,0,0.33,0,1.46,0.25,0.19,1.11,0.88,0.4,0.19,256.2,0.67,1,6,0.96,36,0,0,0,0,0,0,0,2,4.09,0,U.S.A. (MLS),0.74,125,0,0,0,0.1370053476,€1.2M - €12M,6600000
639,Thomas Basila,16,1386,86.625,187,77,23,6.75,0,0,0.25,0,1.28,0,0,0.13,0.92,0.33,0.19,162.2,0.82,3,11,2.27,147,0,0,0,0,0,0,0,1,14.35,1,France (Ligue 2),0.89,120,0,0,0,0.117027417,€350K - €3.4M,1875000
640,Andrew Farrell,29,2610,90,181,91,30,6.64,2,0.07,0.16,0,1.96,0.07,0,0.07,0.91,0.68,0.31,259.4,0.74,1,41,2.1,239,0,0,0,0,0,0,0,0,11.76,3,U.S.A. (MLS),0.81,118,0,0,1.020408163,0.09938697318,€75K,37503.5
641,Felipe Carballo,20,1630,81.5,177,72,26,7.25,3,0.17,0.31,0,2.4,0.24,0.28,0.55,0.85,0.1,0.17,125.1,0.74,1,21,0.55,17,0,0,0,0,0,0,0,2,2.6,0,Uruguay (Campeonato Uruguayo),0.94,131,0,0,1.25,0.07674846626,€190K - €1.9M,1045000
642,Davit Khocholava,16,1470,91.875,192,91,29,7.25,2,0.12,0.53,0,0.81,0.11,0.06,0.18,0.91,0,0.18,146,0.84,2,22,2.94,175,0,0,0,0,0,0,0,2,14.88,2,Denmark (Superliga),0.82,132,0,0,2.469135802,0.09931972789,€5.2M - €11M,8100000
643,Nicola Pavan,11,826,75.09090909,184,75,29,6.79,0,0,0.22,0,0.86,0.24,0,0.98,0.93,0.3,0.22,113,0.61,0,11,1.96,17,0,0,0,0,0,0,0,0,4.47,2,Italy (Serie B),0.75,115,0,0,0,0.1368038741,€400K - €3.9M,2150000
644,Fabijan Buntic,13,1170,90,194,90,25,7.12,0,0,0,0,0,0,0,0.08,0.47,0,0,68.9,0,0,0,0,0,1,0,-0.03,15,14,23,0,1,0,0,Holland (Eredivisie),0,116,52,0,0,0.05888888889,€150K - €1.5M,825000
645,Peter Kioso,11,938,85.27272727,183,70,23,7.17,1,0.1,0.33,0,0.76,0,0,1.25,0.93,0.14,1.06,134.6,0.81,3,11,3.55,48,0,0,0,0,0,0,0,2,9.12,3,France (Ligue 2),0.94,115,0,0,1.315789474,0.1434968017,€230K - €2.3M,1265000
646,Ramón Martínez,33,2986,90.48484848,186,89,26,6.99,3,0.09,0.26,0,0.3,0.35,0.24,0.15,0.77,1,0,66.3,0.8,0,39,0.21,6,0,0,0,0,0,0,0,0,0.9,0,Paraguay (Primera División),0.89,123,0,0,10,0.02220361688,€600K - €1.4M,1000000
647,Oleksandr Tymchyk,12,1115,92.91666667,180,67,25,7.18,1,0.08,0.17,0,1.18,0.17,0.08,0.65,0.9,0.3,2.18,127.1,0.78,0,21,3.07,58,0,0,0,0,0,0,0,0,7.51,2,Ukraine (Favbet Liha),0.87,128,0,0,0.8474576271,0.1139910314,€9.2M - €11.5M,10350000
648,Daniel Boloca,14,1248,89.14285714,186,76,23,6.93,1,0.07,0.3,0,2.23,0,0,1.15,0.89,0.09,0.07,167.6,0.64,0,18,0.79,25,0,0,0,0,0,0,0,0,5.55,2,Italy (Serie A),0.93,117,0,0,0.4484304933,0.1342948718,€2.2M - €5M,3600000
649,Michael Hector,13,1132,87.07692308,193,82,30,6.95,0,0,0.33,0,0.29,0,0,0.24,0.88,0,0.08,133.3,0.87,3,14,2.62,116,0,0,0,0,0,0,0,1,13.91,1,France (Ligue 1),0.92,124,0,0,0,0.1177561837,€3.9M - €8.4M,6150000
650,Federico Proia,12,1080,90,185,80,26,7.24,1,0.08,0.33,0,0.55,0,0.17,0.92,0.92,0,0.08,149.8,0.86,0,21,0.83,41,0,0,0,0,0,0,0,0,6.58,0,Italy (Serie C/A),0.54,116,0,0,1.818181818,0.1387037037,€180K - €1.8M,990000
651,Marcus Holmgren Pedersen,15,1285,85.66666667,183,76,22,6.93,0,0,0,0,0.61,0.35,0,1.12,0.8,0.24,2.38,183.1,0.77,6,27,2.45,59,0,0,0,0,0,0,0,2,7.28,3,Holland (Eredivisie),0.73,132,0,0,0,0.1424902724,€5.8M - €10M,7900000
652,Jordi Vanlerberghe,12,1080,90,191,82,26,7.02,0,0,0.33,0,0.34,0,0.08,0.25,0.94,0.33,0,128.6,0.87,2,10,2.75,113,0,0,0,0,0,0,0,0,13.58,0,Belgium (Pro League),0.43,122,0,0,0,0.1190740741,€1M - €10.5M,5750000
653,Ismaïl Aaneba,14,1217,86.92857143,185,79,23,6.86,0,0,0.2,0,0.21,0,0,0.3,0.93,0,0.15,141.2,0.84,2,7,2.07,124,0,0,0,0,0,0,0,1,12.87,1,France (Ligue 1),1,113,0,0,0,0.1160230074,€300K - €3.1M,1700000
654,Josip Radosevic,16,1428,89.25,180,77,28,7.02,0,0,0.33,0,1.15,0,0,0.95,0.92,0.14,0.13,186.4,0.71,2,34,1.13,30,0,0,0,0,0,0,0,0,6.24,1,Denmark (Superliga),0.84,121,0,0,0,0.1305322129,€300K - €3.1M,1700000
655,Khephren Thuram,13,1170,90,192,80,21,7.15,1,0.08,0.3,0,2.1,0.08,0.08,1.38,0.89,0.12,0.38,152,0.73,1,15,1.08,17,0,0,0,0,0,0,0,0,5.38,0,Switzerland (Super League),0.93,120,0,0,0.4761904762,0.1299145299,€650K - €6.4M,3525000
656,Alejandro Francés,13,1170,90,181,70,20,6.85,0,0,0.17,0,0.41,0.08,0.08,0.54,0.96,0.56,0.15,143,0.72,3,8,2,83,0,0,0,0,0,0,0,0,10.23,1,Spain (LaLiga),0.79,137,0,0,0,0.1222222222,€10.5M - €17.5M,14000000
657,Marius Müller,13,1065,81.92307692,192,92,29,6.98,0,0,0,0,0,0,0,0.08,0.55,0,0,78,0,0,0,0,0,1.1,0,-0.02,6,8,20,0,2,0,0,Switzerland (Super League),0,126,34,0,0,0.07323943662,€450K - €4.6M,2525000
658,Jon Gorenc Stankovič,12,1065,88.75,190,78,26,7.03,0,0,0.5,0,0.61,0.34,0,1.1,0.89,0.27,0.25,144,0.84,0,14,1.1,19,0,0,0,0,0,0,0,0,5.66,0,Austria (Admiral Bundesliga),0.89,126,0,0,0,0.1352112676,€950K - €9.6M,5275000
659,Alessandro Tuia,11,866,78.72727273,184,77,32,6.98,0,0,0,0,0.53,0.23,0.21,1.04,0.94,0.11,0.21,111,0.71,2,23,3.22,55,0,0,0,0,0,0,0,0,10.08,2,Italy (Serie B),0.9,120,0,0,0,0.1281755196,€170K - €1.7M,935000
660,Matteo Ricci,15,1126,75.06666667,176,68,28,6.95,0,0,0.33,0,0.22,0,0.32,0.96,0.89,0.28,0.32,159,0.52,1,14,1.92,19,0,0,0,0,0,0,0,1,4,0,Italy (Serie A),0.89,126,0,0,0,0.1412078153,€700K - €7M,3850000
661,Victor Lekhal,14,915,65.35714286,187,72,28,6.97,1,0.1,0.29,0,1.21,0.1,0,1.08,0.87,0.28,0.3,129.2,0.75,0,10,0.89,19,0,0,0,0,0,0,0,0,5.02,1,France (Ligue 2),0.74,116,0,0,0.826446281,0.1412021858,€160K - €1.6M,880000
662,Vajebah Sakor,12,929,77.41666667,185,83,26,6.7,1,0.1,0.56,0,0.69,0.12,0.1,0.68,0.9,0.16,0.19,125.1,0.7,0,10,0.87,11,0,0,0,0,0,0,0,0,3.58,1,Italy (Serie B),0.75,107,0,0,1.449275362,0.1346609257,€190K - €1.9M,1045000
663,Justin Bijlow,16,1440,90,188,84,24,7.06,0,0,0,0,0,0,0,0.19,0.81,0,0,104.6,0,0,0,0,0,0.88,0,-0.03,5,12,32,0,3,0,0,Holland (Eredivisie),0.67,143,49,0,0,0.07263888889,€23M - €39M,31000000
664,Jimmy Giraudon,12,1080,90,184,66,30,6.7,0,0,0.5,0,0.07,0,0,0.17,0.94,0,0.08,127.1,0.83,0,12,2.33,94,0,0,0,0,0,0,0,0,14.58,1,France (Ligue 1),0.75,124,0,0,0,0.1176851852,€230K - €2.3M,1265000
665,Timothé Cognat,22,1957,88.95454545,173,67,24,7.13,3,0.14,0.63,0,1.51,0.72,0.14,1.33,0.89,0.33,0.18,273.5,0.63,0,26,1.01,35,0,0,0,0,0,0,0,0,3.08,4,Switzerland (Super League),0.72,124,0,0,1.986754967,0.1397547266,€3.2M - €7.2M,5200000
666,Omar Govea,12,850,70.83333333,176,68,26,6.9,1,0.11,0.22,0,2.16,0.42,0,2.01,0.9,0.16,0.21,119.7,0.61,1,9,0.74,20,0,0,0,0,0,0,0,0,4.34,1,Belgium (Pro League),0.89,128,0,0,0.462962963,0.1408235294,€5M - €8.2M,6600000
667,Nicholas Opoku,12,1080,90,190,81,24,6.89,0,0,0.18,0,0.85,0,0,0.08,0.93,0,0.17,122.9,0.86,3,16,2.08,103,0,0,0,0,0,0,0,0,12.83,0,France (Ligue 2),1,118,0,0,0,0.1137962963,€550K - €1.8M,1175000
668,Ali Al Musrati,14,1207,86.21428571,193,82,26,7.39,4,0.3,0.42,0,1.78,1.77,0.3,1.19,0.88,0.75,0.15,152.9,0.85,0,26,0.97,20,0,0,0,0,0,0,0,3,5.29,2,Portugal (Primeira Liga),0.93,140,0,0,2.247191011,0.1266777133,€18.5M - €23M,20750000
669,Felipe Aguilar,16,1370,85.625,190,82,29,6.72,0,0,0.17,0,0.89,0,0,0.2,0.95,0,0.13,151.1,0.76,2,19,2.96,128,0,0,0,0,0,0,0,1,15.11,0,Brazil (Brasileiro Série A),0.54,125,0,0,0,0.1102919708,€1M - €10.5M,5750000
670,Lucas Bijker,12,1031,85.91666667,175,72,29,6.73,0,0,0,0,0.23,0.17,0.09,0.87,0.9,0.3,0.52,136.4,0.76,5,17,2.27,42,0,0,0,0,0,0,0,0,6.46,1,Belgium (Pro League),0.89,113,0,0,0,0.1322987391,€275K - €2.7M,1487500
671,Pierre Bourdin,12,1004,83.66666667,186,80,28,7.02,1,0.09,0.13,0,0.4,0,0,0,0.91,0,0,118.5,0.8,1,15,2.24,101,0,0,0,0,0,0,0,0,14.43,1,Belgium (Pro League),1,115,0,0,2.5,0.1180278884,€180K - €1.8M,990000
672,Tin Plavotić,11,969,88.09090909,197,96,25,7.15,0,0,0,0,0.31,0,0,0.19,0.96,0.2,0,115.3,0.9,5,4,1.95,84,0,0,0,0,0,0,0,0,13.47,0,Austria (Admiral Bundesliga),0.61,116,0,0,0,0.1189886481,€500K - €4.9M,2700000
673,Francesco Di Mariano,11,969,88.09090909,177,68,26,7.25,2,0.19,0.26,0,2.68,0.51,0.19,1.76,0.86,0.35,2.32,143.7,0.54,0,20,1.39,16,0,0,0,0,0,0,0,1,6.32,6,Italy (Serie B),0.7,116,0,0,0.7462686567,0.1482972136,€1.8M - €4M,2900000
674,Atakan Karazor,13,1044,80.30769231,191,76,26,6.85,1,0.09,0.5,0,0.26,0.43,0.09,0.86,0.92,0.14,0.09,141.6,0.75,0,23,1.64,28,0,0,0,0,0,0,0,1,6.55,3,Holland (Eredivisie),0.8,123,0,0,3.846153846,0.1356321839,€3.1M - €7M,5050000
675,Filippo Sgarbi,11,917,83.36363636,191,82,24,6.81,0,0,0,0,0.62,0.33,0,0,0.95,0,0.1,112.7,0.81,4,8,2.36,105,0,0,0,0,0,0,0,0,14.72,2,Italy (Serie B),0.88,116,0,0,0,0.1229007634,€1.8M - €4M,2900000
676,Daniel Cappelletti,12,1018,84.83333333,183,78,31,6.95,0,0,0.13,0,0.97,0,0.09,0.53,0.92,0.2,0.88,130.5,0.76,0,30,2.39,65,0,0,0,0,0,0,0,0,8.75,2,Italy (Serie C/A),0.88,107,0,0,0,0.1281925344,€140K - €1.4M,770000
677,Oriol Rosell,32,2850,89.0625,183,77,30,6.73,1,0.03,0.14,0,1.43,0.1,0,0.28,0.89,0.5,0.06,278.2,0.78,0,41,0.54,54,0,0,0,0,0,0,0,0,5.46,3,U.S.A. (MLS),0.72,121,0,0,0.6993006993,0.09761403509,€500K - €5.2M,2850000
678,Andrea Seculin,12,1047,87.25,190,80,32,7.02,0,0,0,0,0,0,0,0.09,0.42,0,0,65.2,0,0,0,0,0,0.86,0,-0.05,9,6,9,0,2,0,0,Italy (Lega Nazionale Dilettanti E),0,111,24,0,0,0.06227316141,€24K - €240K,132000
679,James Igbekeme,31,2767,89.25806452,170,66,27,7.04,3,0.1,0.23,0,1.62,0.13,0.1,0.94,0.88,0.3,0.36,269.4,0.56,2,40,0.59,34,0,0,0,0,0,0,0,2,2.54,1,U.S.A. (MLS),0.76,119,0,0,1.851851852,0.09736176364,€550K - €1.8M,1175000
680,Neyder Lozano,34,2940,86.47058824,185,81,28,7.05,1,0.03,0.13,0,2.25,0.09,0.03,0.18,0.91,0,0.06,230.8,0.84,3,10,1.59,226,0,0,0,0,0,0,0,0,10.19,1,U.S.A. (MLS),0.83,120,0,0,0.4444444444,0.07850340136,€190K - €1.9M,1045000
681,Niccolò Zanellato,11,910,82.72727273,192,74,24,6.99,3,0.3,0.27,0,1.56,0.86,0.1,0.59,0.9,0.28,0.4,123.4,0.71,0,18,1.48,9,0,0,0,0,0,0,0,0,5.84,1,Italy (Serie B),0.82,120,0,0,1.923076923,0.1356043956,€550K - €5.6M,3075000
682,Prince-Désir Gouano,15,1275,85,186,78,28,6.98,1,0.07,0.13,0,1.28,0,0,0.07,0.9,0,0,144.8,0.85,0,15,2.61,128,0,0,0,0,0,0,0,0,14.61,0,France (Ligue 2),0.86,115,0,0,0.78125,0.1135686275,€140K - €1.4M,770000
683,Martin Fraisl,13,1170,90,187,79,29,6.82,0,0,0,0,0,0,0,0.08,0.5,0,0,42.1,0,0,0,0,0,1.23,0,-0.04,8,2,8,0,0,0,0,Austria (ADMIRAL 2. Liga),0,105,18,0,0,0.03598290598,€16K - €170K,93000
684,Bruno Martins Indi,12,1080,90,184,80,30,7.09,0,0,0,0,0.38,0.08,0.17,0.33,0.94,0,0,122.4,0.89,1,13,2.33,106,0,0,0,0,0,0,0,1,14.75,0,Holland (Eredivisie),0.87,120,0,0,0,0.1133333333,€750K - €7.2M,3975000
685,Maximilian Wöber,13,1094,84.15384615,188,83,24,7.06,0,0,0.25,0,1.33,0,0,0,0.97,0,0.16,129.5,0.77,1,9,3.7,87,0,0,0,0,0,0,0,0,11.27,0,Austria (Admiral Bundesliga),0.93,146,0,0,0,0.1183729433,€5.4M - €9M,7200000
686,Janio Bikel,17,1545,90.88235294,176,64,27,6.96,0,0,0.29,0,2.03,0.15,0.17,0.87,0.88,0.29,0.29,191.4,0.73,0,27,2.1,48,0,0,0,0,0,0,0,0,4.72,1,U.S.A. (MLS),0.81,115,0,0,0,0.1238834951,€150K - €1.5M,825000
687,Tommy St. Jago,13,1200,92.30769231,188,83,22,7.01,0,0,0.14,0,1.01,0.83,0,0.53,0.94,0.12,0.45,143.4,0.8,0,25,2.62,91,0,0,0,0,0,0,0,0,12.15,0,Holland (Eredivisie),0.89,135,0,0,0,0.1195,€12M - €20M,16000000
688,Mory Diaw,13,1067,82.07692308,198,98,29,7.15,0,0,0,0,0,0,0,0,0.39,0,0,80.7,0,0,1,0,0,0.67,0,-0.02,5,4,19,0,2,0,0,Switzerland (Super League),0,115,28,0,0,0.07563261481,€240K - €2.4M,1320000
689,Niklas Geyrhofer,12,1110,92.5,188,77,22,6.83,0,0,0.17,0,0.75,0,0.08,0.16,0.95,0,0,135.3,0.77,3,8,2.68,101,0,0,0,0,0,0,0,0,13.95,1,Austria (Admiral Bundesliga),1,124,0,0,0,0.1218918919,€4.5M - €6M,5250000
690,Dylan Louiserre,14,1132,80.85714286,172,62,27,6.84,2,0.16,0.5,0,1.8,0.16,0.08,0.56,0.89,0.66,0.16,152.9,0.55,0,25,1.19,11,0,0,0,0,0,0,0,0,3.9,1,France (Ligue 1),0.67,114,0,0,1.111111111,0.1350706714,€2.1M - €4.7M,3400000
691,Samuel Piette,27,2423,89.74074074,171,78,27,7.23,3,0.11,0.43,0,0.95,0.07,0.19,0.93,0.89,0.27,0.74,260.9,0.52,0,50,0.89,35,0,0,0,0,0,0,0,0,3.34,5,U.S.A. (MLS),0.72,116,0,0,3.157894737,0.1076764342,€500K - €5.2M,2850000
692,Radosław Murawski,19,1622,85.36842105,173,68,28,7.13,1,0.06,0.44,0,0.42,0.58,0.22,0.72,0.89,0,0.28,152.3,0.4,1,41,1.05,22,0,0,0,0,0,0,0,0,2.94,1,Poland (Ekstraklasa),0.86,117,0,0,2.380952381,0.09389642417,€170K - €1.7M,935000
693,Andrea Settembrini,12,1093,91.08333333,176,73,30,7.11,3,0.25,0.5,0,1.39,0.97,0,0.49,0.92,0.25,0.08,136.4,0.75,0,25,1.65,19,0,0,0,0,0,0,0,1,2.96,0,Italy (Serie B),0.88,106,0,0,2.158273381,0.1247941446,€120K - €1.2M,660000
694,Josip Šutalo,11,981,89.18181818,184,81,22,6.88,1,0.09,0.44,0,1.38,0,0.09,0.28,0.94,0,0,118.8,0.73,1,11,2.57,96,0,0,0,0,0,0,0,0,14.68,0,France (Ligue 1),1,126,0,0,0.7246376812,0.1211009174,€6M - €9.6M,7800000
695,Robert Piris Da Motta,37,3324,89.83783784,178,73,28,7.31,2,0.05,0.24,0,0.02,0.23,0.19,0,0.73,0,0,47.6,0.39,0,54,0.14,15,0,0,0,0,0,0,0,1,0.62,0,Paraguay (Primera División),0.9,122,0,0,100,0.01432009627,€75K - €750K,412500
696,Etienne Green,16,1343,83.9375,192,87,22,6.83,0,0,0,0,0,0,0,0.13,0.6,0,0,87.1,0,0,0,0,0,1.01,0,-0.02,5,5,15,0,2,0,0,France (Ligue 2),0,124,25,0,0,0.06485480268,€3.9M - €8.2M,6050000
697,Edmilson Dove,12,1016,84.66666667,180,72,28,6.91,0,0,0,0,0.48,0.18,0.18,0.44,0.93,0.6,0.09,118.4,0.67,0,8,2.66,106,0,0,0,0,0,0,0,0,12.76,1,France (Ligue 2),0.77,115,0,0,0,0.1165354331,€450K - €4.5M,2475000
698,Andreas Hanche-Olsen,11,990,90,185,83,25,6.84,1,0.09,0.25,0,0.54,0,0,1.09,0.91,0.25,0.36,126.1,0.81,4,12,3,69,0,0,0,0,0,0,0,1,11,2,Belgium (Pro League),0.72,123,0,0,1.851851852,0.1273737374,€7M - €8.8M,7900000
699,Gabriel Neves,33,2514,76.18181818,171,72,25,7.19,2,0.07,0.42,0,2.01,0.51,0.18,1.18,0.91,0.12,0.18,274.9,0.49,0,19,0.89,41,0,0,0,0,0,0,0,0,2.54,2,Brazil (Brasileiro Série A),0.85,129,0,0,0.9950248756,0.1093476531,€5M - €10.5M,7750000
700,Jordan Marié,13,1145,88.07692308,177,73,31,6.89,2,0.16,0.33,0,1.04,0.08,0.08,1.1,0.92,0.23,0.31,155.6,0.61,0,30,1.1,19,0,0,0,0,0,0,0,1,3.22,3,France (Ligue 1),0.89,115,0,0,1.923076923,0.1358951965,€160K - €1.6M,880000
701,Eduardo Henrique,11,886,80.54545455,186,73,27,6.88,0,0,0.5,0,0.58,0.23,0.1,1.22,0.92,0.11,0.1,116.1,0.68,0,8,1.12,13,0,0,0,0,0,0,0,1,5.38,2,Portugal (Primeira Liga),1,116,0,0,0,0.1310383747,€350K - €1.1M,725000
702,Fredrik Midtsjø,12,917,76.41666667,175,69,29,7.02,0,0,0.5,0,1.53,1.08,0.1,1.08,0.91,0.25,0.1,126.2,0.52,0,19,1.37,13,0,0,0,0,0,0,0,0,4.32,0,Holland (Eredivisie),0.94,140,0,0,0,0.1376226827,€4.7M,2350002
703,Cameron Puertas,12,1028,85.66666667,178,77,24,7,1,0.09,0.5,0,0.73,0.26,0.09,1.23,0.91,0.16,0.44,144.5,0.7,0,21,1.58,12,0,0,0,0,0,0,0,0,4.64,0,Belgium (Pro League),0.82,127,0,0,1.369863014,0.1405642023,€7.2M - €9M,8100000
