user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Yash Usgaonkar,"Goa, India",Believe in yourself,2021-06-29 7:37:58,18,29,3173,FALSE,2022-06-05 15:56:47,"14th french open 🏆
King of Clay Court  
#FrenchOpen2022 #RafaelNadal𓃵 #champion https://t.co/cipg5as2MN","['FrenchOpen2022', 'RafaelNadal𓃵', 'champion']",Twitter for iPhone,FALSE
Nithin,Bengaluru,Unassuming! Diplomatic! BORING! Agnostic.,2021-04-05 19:34:28,8,120,900,FALSE,2022-06-05 15:56:44,I love you @RafaelNadal !!! Love love love you!!! King of tennis!! King of stamina!! Legend!! #FrenchOpen #RafaelNadal𓃵 #FrenchOpen2022,"['FrenchOpen', 'RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for iPhone,FALSE
Pupil Of Pol-Sci,Pune,"Freethinker, Nerdfighter, Determined dreamer, Avid-reader, Learner, Un-learner, Humanist...trying to give some meaning to this life..",2010-01-07 5:32:23,195,75,47,FALSE,2022-06-05 15:56:43,"""I will keep fighting."" #RafaelNadal𓃵 
#RolandGarros #FrenchOpen https://t.co/Boob0iZvig","['RafaelNadal𓃵', 'RolandGarros', 'FrenchOpen']",Twitter Web App,FALSE
Zandro,"Bay Area, CA","Sports, Biz, Food, & Life Thoughts. I love Chicago sports! 1. Kofi 2. Ayo 3. DeMar 4. LaVine 5. Skyy Give me the Smoke, Cigars & Whiskey. ILLINI CBB Chat",2008-11-13 21:36:25,1606,1871,43964,FALSE,2022-06-05 15:56:42,Rafael wins his 14th French Open title and 22nd Majors Title. He's a GOAT! #FrenchOpen #RafaelNadal𓃵,"['FrenchOpen', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Sonaldo,"London, England",#COYS!!,2016-11-25 13:22:05,87,312,7798,FALSE,2022-06-05 15:56:39,"Nadal witnessed Real Madrid win their 14th #UCLTitle , a week later he wins his 14th #RolandGarros Title!!
Suiii 🤍 
#HalaMadrid 
#RafaelNadal𓃵","['UCLTitle', 'RolandGarros']",Twitter for Android,FALSE
Hari Priya CR,"Coimbatore, India",Woman who talks sports • 🎾 Assist. Tennis Content Manager @sportskeeda • ☕ high on coffee all the time • 📧 haripriya@sportskeeda.com,2011-05-03 12:02:45,3216,641,233799,FALSE,2022-06-05 15:56:38,"""I don't know what can happen in the future but I am going to keep fighting to try to keep going"" - #RafaelNadal𓃵 

Gets the biggest cheer ♥️😌",['RafaelNadal𓃵'],Twitter Web App,FALSE
❄️✨𝕽𝖍𝖎𝖆𝖓𝖓𝖔𝖓✨❄️,🇯🇵,INTJ🧶 | ♑️ • converting Catholic ✞ • banana bread & crème brûlée nut • no gluten • ethnic Asante 🇬🇭 • Japan born & bred 🇯🇵 • JD 💍❤️‍🔥✨ • 十人十色,2013-06-27 9:33:46,394,410,37050,FALSE,2022-06-05 15:56:38,"Thank you, Rafa! 🇪🇸✨ #RolandGarros #RafaelNadal𓃵 https://t.co/89C1ZOcmSp","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Binod Rout,,,2022-04-11 19:00:10,2,15,34,FALSE,2022-06-05 15:56:34,King 👑 GOAT #RafaelNadal𓃵 https://t.co/Oh0jqZvl0g,['RafaelNadal𓃵'],Twitter for Android,FALSE
Ayan Das,,Liverpool FC & Rafa Nadal fan..with love for football & other Olympic sports,2015-02-28 2:32:54,431,810,245967,FALSE,2022-06-05 15:56:34,@arshkhurana Can't see this 14 record broken in our lifetimes at least #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
chandrima,Jersey Girl in Los Angeles,Biologist with MPH. Freelance data Viz+Writer @tennis. Social & digital media @mastprogram. 🖤Personal blog : https://t.co/gzJsn6XnfM,2011-01-20 4:32:13,2276,3012,37068,FALSE,2022-06-05 15:56:33,“I’m gonna keep fighting to keep going.” - we love hearing that. #RafaelNadal𓃵  #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Hallettik1️⃣4️⃣🏆,,,2014-02-13 17:16:47,243,1136,58252,FALSE,2022-06-05 15:56:32,Awww He loves Casper #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Deepali NO DMs 🚫,Mumbai India,NO DMs 🔴#ManUtd LOYALIST.👹👹...Red Devils  let's Connect n Unite for United. ..I can be deceptively simple and endlessly complicated..🤪That's Me...,2009-09-21 13:01:21,3511,1438,57211,FALSE,2022-06-05 15:56:30,"Don't Ever Doubt d Trusted One
We Never Ever Doubted U My Lefty @RafaelNadal 
What a Perfect Balance of Patience Offensive n Defensive Play all Thru Out #VamosRafa 
#RafaelNadal𓃵 #RafaelNadal #RolandGarros #Tennis 
@geraintfrazer20 @daverock87 @AMmutd @HammondGaynor @daverock87 https://t.co/rOpZw59EGP",,Twitter for Android,FALSE
Sourav 26,,,2019-02-10 9:44:24,1,55,127,FALSE,2022-06-05 15:56:29,That was so easy for @RafaelNadal to win 14th Roland Garros title with a three straight set win...#FrenchOpen2022 #RafaelNadal𓃵 #kingofclay,"['FrenchOpen2022', 'RafaelNadal𓃵', 'kingofclay']",Twitter for Android,FALSE
prafful,,zer-0-ne,2017-08-18 12:00:41,3,274,168,FALSE,2022-06-05 15:56:28,Best moments💐💐 #FrenchOpen2022 #RafaelNadal𓃵 https://t.co/BybInNJF8s,"['FrenchOpen2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Zee News English,India,"https://t.co/i9J1GUZmSP brings you the latest news with 360 degree coverage across genres

Instagram: https://t.co/CZ1MfoXdtk",2008-12-12 6:01:55,5609845,30,2,TRUE,2022-06-05 15:56:27,"Rafael Nadal wins French Open 2022

#FrenchOpen2022 #RafaelNadal𓃵 

https://t.co/e59o6MlY36","['FrenchOpen2022', 'RafaelNadal𓃵']",Twitter Web App,FALSE
Suraj,"Mumbai, Maharashtra, India","Analyst, movie buff,Stock Market Trader, bookworm, can talk on any topic with facts u need 2 hv appetite 2 digest it & a Silent Observer 😅",2009-11-11 13:59:44,131,586,11407,FALSE,2022-06-05 15:56:27,"Are there really any tennis players left if we retire all the GOATS 🐐 today?
#RafaelNadal𓃵 #GOAT #RolandGarros","['RafaelNadal𓃵', 'GOAT', 'RolandGarros']",Twitter for iPhone,FALSE
Saashwat Pachisia,India,...it’s better to be absolutely ridiculous than absolutely boring! first love music followed by books! #chutzpah,2010-02-05 7:02:07,57,248,3148,FALSE,2022-06-05 15:56:22,And he’s done it again! It will be fabulous if @rolandgarros honour this #goat by renaming the stadium after him! @RafaelNadal #FrenchOpen #RafaelNadal𓃵,['goat'],Twitter for iPhone,FALSE
a.p.l,,This is for the fangirl in me. Been a fan of LizQuen since Forevermore. I stan singer/actor Seo In Guk ❤️ CP: Mech Arena,2011-08-02 13:03:35,348,282,25585,FALSE,2022-06-05 15:56:19,This. 2022 has been amazing for our champ @RafaelNadal despite the injuries. 22 Grand Slam Titles and counting 💪🏻 !!! #RafaelNadal𓃵 https://t.co/ddE5nHgIIB,,Twitter for iPhone,FALSE
PStern,"NY, NY",My views are my own....,2007-07-14 17:03:59,264,2634,176,FALSE,2022-06-05 15:56:19,Congrats King #RafaelNadal𓃵 #CasperRuud’s game is far from ruudamentary #FrenchOpen #RolandGarros2022,"['RafaelNadal𓃵', 'CasperRuud', 'FrenchOpen', 'RolandGarros2022']",Twitter for iPad,FALSE
monica,,,2012-01-20 17:09:26,27,439,1921,FALSE,2022-06-05 15:56:18,"Love u @RafaelNadal - a die hard @rogerfederer fan! 
U deserve every bit of ur success... &amp; ur success shows how important the power of a United clan is! It's always so heartening to see ur entire family in ur box! #RafaelNadal𓃵 #FrenchOpen2022",,Twitter for Android,FALSE
Abhijit Mahanta ( He/Him) 🇺🇦🇮🇳,Under the Joshua tree 🌳,"""Today again, turn another exciting page"" ~ Dr. Daisaku Ikeda",2009-09-27 12:17:48,508,858,1396,FALSE,2022-06-05 15:56:16,@CasperRuud98 what a gentleman you are at 23! So much to learn ! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
♚ Kaustubh Pawar ♚,"Worli, Mumbai","sports publishing for a living.
A collector of rare kits | @Arsenal fan| Followed by @ASRomaEN | Blocked by @JimmyNeesh",2011-04-22 20:50:11,305,1787,30610,FALSE,2022-06-05 15:56:16,"If you were expecting #RafaelNadal𓃵 to announce anything in his interview, my condolences.🕯️
#RolandGarros","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Ryan Watt,"Toronto, Ontario",🇨🇦,2008-10-15 21:41:27,257,1507,14785,FALSE,2022-06-05 15:56:15,Incredible. #RafaelNadal𓃵 https://t.co/ZI4139MtvD,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
TusharRanjan,"Bhubaneswar, India",cricket Lover....politics follower Proud Indian.......😎😍😍😍🇮🇳🇮🇳,2015-02-10 14:05:34,150,835,105545,FALSE,2022-06-05 15:56:14,King of clay.... what a champion 🏆 #RafaelNadal𓃵 👏👏 https://t.co/LH24KpCW7e,['RafaelNadal𓃵'],Twitter for Android,FALSE
ಯುವರಾಜ್.ಎಸ್,"Mulbagal, India","ಅಪ್ಪಟ ಕನ್ನಡಿಗ.
ಪ್ರಾದೇಶಿಕತೆ  💛❤️
@RCBTweets",2013-01-18 16:14:04,207,481,25709,FALSE,2022-06-05 15:56:13,"#RafaelNadal𓃵 
That's the tweet
#RolandGarros #VamosRafa https://t.co/DmwVi5xWii","['RafaelNadal𓃵', 'RolandGarros', 'VamosRafa']",Twitter for Android,FALSE
Govind Kumar Yadav,,Student🙇👨‍🎓,2022-03-03 3:16:46,6,25,848,FALSE,2022-06-05 15:56:12,"#RafaelNadal𓃵  won another #RolandGarros title
This is his 14th title https://t.co/3S0bPHfweV","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
smitha nair,Mumbai,Journalist | Scroll | CNN IBN | Headlines Today,2009-08-28 8:40:26,34800,1803,15276,TRUE,2022-06-05 15:56:09,"#RafaelNadal𓃵 :. Don’t know what is going to happen in the future, but I am going to keep going…” gets a loud roar from the crowds",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Maanmohan Singh Pahujaa,"Mumbai, India","I am the master of my fate, I am the captain of my soul || Political observer || Social Media Activist ||",2012-06-12 13:07:20,14693,1872,39086,TRUE,2022-06-05 15:56:09,Congratulations to #RafaelNadal𓃵  on winning his 14th French Open title and record-extending 22nd Grand Slam title to become the oldest male champion at #RolandGarros https://t.co/g3csb7uMco,['RafaelNadal𓃵'],Twitter for Android,FALSE
Trenton Tolmer-Amos,Earth,"In search of a kinder world.  Journeyman, Non-Violent Eater and Interplanetary Ambassador. Vegan and Vaccinated. #LiveKindly  #Angels #Demons and #Hammers",2011-07-27 16:22:22,1380,2179,172925,FALSE,2022-06-05 15:56:04,@PatrickMcEnroe @RafaelNadal What a relief!  The ultimate warrior #RafaelNadal𓃵 #FrenchOpen #FrenchOpen2022,"['RafaelNadal𓃵', 'FrenchOpen', 'FrenchOpen2022']",Twitter for Android,FALSE
NaSa,,Gooner,2012-01-12 13:30:16,17,714,858,FALSE,2022-06-05 15:56:02,"When we consider the 15 years average span of an athlete's career including peak years,fitness levels,rivals,unless they introduce humandroids  in near future,this record in #RolandGarros #⃣1⃣4⃣ or any GS is going to stand for a long long time.Probably Immortal 😎 #RafaelNadal𓃵",,Twitter for Android,FALSE
Stock Market Engineer🇮🇳,India,"Learner,Trader, Investor

Follow My Youtube Channel for STOCK Recommendation
https://t.co/tunzqhLLUO

Nation First 🇮🇳",2019-12-24 17:44:47,686,51,1056,FALSE,2022-06-05 15:56:02,"#RafaelNadal𓃵 GOAT

#RolandGarros 
#rafanadal 
#RolandGarros2022 
#Nadal https://t.co/A0IRg3N0EF","['RafaelNadal𓃵', 'RolandGarros', 'rafanadal', 'RolandGarros2022', 'Nadal']",Twitter for Android,FALSE
Obsessed one🙃,"Hyderabad, India","20 .3rd year MBBS student!
😴
i need mental Peace 🕊️🕊️ Cricket Freak 🏏",2015-08-02 1:32:10,1143,871,8538,FALSE,2022-06-05 15:56:00,"Clay King has done it again 🔥
Rafay the #champion🏆
#RolandGarros 
#RafaelNadal𓃵","['champion', 'RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Varun Malik,,"Journalism & Mass Comm. Graduate🎓. 

Learner.",2018-06-05 14:48:09,65,279,3250,FALSE,2022-06-05 15:55:59,"The king of the clay wins 14th #RolandGarros title and wins 22 overall majors. 

👉French Open  #RafaelNadal𓃵👈 should be exchangeable words

He has now won both the majors of d year

#Nadal #FrenchOpen2022 #FrenchOpen https://t.co/v75KHJks0W","['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Veronikaaaa,,Ø | 21 years old | Multitalented• Multimedia • Multilingual • Multivitamin,2018-01-09 13:11:40,288,533,17797,FALSE,2022-06-05 15:55:59,LADIES AND GENTLEMEN RAFAEL NADAL WILL KEEP ON FIGHTING! I GUESS NO RETIREMENT FOR THE GOAT!! #FrenchOpen2022 #RafaelNadal𓃵 #RolandGarros #VamosRafa #RolandGarros2022 https://t.co/yCI48FEgfP,['FrenchOpen2022'],Twitter for iPhone,FALSE
Hassaan Tahir,Pakistan,"Lazy (wela), self isolation expert! DM for Online classes :D 
Freelance Writer, Jobless Engineer! 
Manchester United ⚽, RAFA 💪 & Team Pakistan! 🇵🇰",2020-03-26 16:18:29,44,81,28561,FALSE,2022-06-05 15:55:56,"""I don't know what's gonna happen in the future but I gonna keep fighting, keep trying"" Hopefully we'll see Rafa winning trophies for some more time InshaAllah! 
#RolandGarros #RafaelNadal𓃵",,Twitter for Android,FALSE
Jugador Apuestas (🎲)🇦🇺,Australia,"#WeBetasOne #Sport 🏇are our Opiate. Betting is our Release.If you must #BET🎲decide upon 3 things at the start:rules of the game, the stakes, & quitting time.",2012-05-24 11:18:55,744,2094,14466,FALSE,2022-06-05 15:55:53,The Greatest of All Time. And oldest Campeón of #RolandGarros ! #RafaelNadal𓃵 👏,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPad,FALSE
Shreya Elizabeth,,"✍️ Media Advocacy | Love Football, @ChelseaFC since 2002 | Followed by @Kingcanners, @ChelseaFCinUSA. MA in IR | #DomesticAbuse survivor. RTs not endorsements.",2010-12-18 11:25:11,1072,1548,24145,FALSE,2022-06-05 15:55:52,"“I don’t know what will happen in the future but I am going to keep fighting” - Rafael Nadal. 

Doing the unthinkable time and again. His mentality alone is incredible. 

What an inspiration to everyone. 

#RolandGarros2022 #RolandGarros #RafaelNadal𓃵 #Nadal",,Twitter for iPhone,FALSE
RK,,"Abstract | Architecture | Landscape | Street 🇮🇳

Chartered Accountant capturing true and fair view while framing the world 😀",2016-12-24 5:07:47,6,12,3,FALSE,2022-06-05 15:55:51,"Vamos Rafa

14 and still on..

#RafaelNadal𓃵 #FrenchOpen #RolandGarros2022 #VamosRafa https://t.co/XepEHI8ASW","['RafaelNadal𓃵', 'FrenchOpen', 'RolandGarros2022', 'VamosRafa']",Twitter for Android,FALSE
Ritesh Chandra,,सारज्ञ भवः,2021-08-23 16:48:36,8,68,1277,FALSE,2022-06-05 15:55:49,"Rafael Nadal after winning 22nd grand slam

#Nadal #FrenchOpen #RafaelNadal𓃵 https://t.co/vg4x71TOmg","['Nadal', 'FrenchOpen', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Ayan Das,,Liverpool FC & Rafa Nadal fan..with love for football & other Olympic sports,2015-02-28 2:32:54,431,810,245967,FALSE,2022-06-05 15:55:47,@OberoiD Not gonna see this record broken in our lifetimes atleast #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Madhusudhan Rhenius,Chennai,"F1 fanatic. cricket follower, auto enthusiast",2009-07-04 19:33:44,388,887,7831,FALSE,2022-06-05 15:55:45,"22 and still going, been a privilege to see your entire career right from those days of the ATP Gold Flake Open in Chennai back in the late 90s, thank you #RafaelNadal𓃵 @RafaelNadal",,Twitter for Android,FALSE
Priya Nagi,"Delhi, India.","Sports journalist 🏏⚽ @IndiaToday. 
Previously: ANI, Women's Criczone, Outlook, UNI.",2017-01-10 11:23:12,310,450,10316,TRUE,2022-06-05 15:55:43,"Rafael Nadal on his future - ""I don't know what will happen in the future but I'll keep fighting."" #RolandGarros #VamosRafa #RafaelNadal𓃵","['RolandGarros', 'VamosRafa', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Vik,Earth,🌍,2009-07-22 9:57:28,41,247,3175,FALSE,2022-06-05 15:55:42,"""I don't know what will happen in the future but I will keep fighting."" #RafaelNadal𓃵 #RolandGarros . What a man! True inspiration!","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
ದಿಪು,"Bengaluru South, India",ಬೆಂಗಳೂರಿಗ | 🦜Tuttu's Pappa | very KERALess & lot of karNATAKA | Egalitarian | IIMc | Speaks 6 languages | Anti Elitist | Woke | Tweets are very personal |,2009-06-27 8:59:15,1002,440,18250,FALSE,2022-06-05 15:55:39,"The greatest has become much greater today vamoos #RafaelNadal𓃵 !!!

#FrenchOpen2022 
#FrenchOpen https://t.co/9bBprXPpxZ","['RafaelNadal𓃵', 'FrenchOpen2022', 'FrenchOpen']",Twitter for Android,FALSE
Smriti,Who knows where home is,"Sports fan, love tennis. LOVE Rafa.",2009-06-21 12:14:51,719,457,24020,FALSE,2022-06-05 15:55:37,"""I gonna keep fighting to try to keep going."" 

That's all that matters ❤️

#RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for Android,FALSE
Ayan Jeloka,,"I used to have hopes and dreams. Now, I have whisky and memes.
1/2 of Overperforming Underdogs",2010-05-08 14:03:00,223,150,32,FALSE,2022-06-05 15:55:36,Number 22! #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
NormalNeutralBas,,Be strong 🙏,2021-04-23 4:01:43,6,141,1193,FALSE,2022-06-05 15:55:34,"What an absolute  GOAT 🙏
 #RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter Web App,FALSE
vivek garg,"Baghpat, India","sachiniest , luv travelling , proud father of my lovely daughters .................................ek proud son of अखंड भारत देश",2010-04-08 12:58:13,366,153,189,FALSE,2022-06-05 15:55:33,"#RafaelNadal𓃵
 that's the tweet",['RafaelNadal𓃵'],Twitter for Android,FALSE
Kimberley Ramplin,"Darlinghurst, Sydney","Poetry, procycling, #mufc, #bloods",2009-04-04 7:10:37,4841,4670,81594,FALSE,2022-06-05 15:55:31,He enjoyed that too much to chuck it in. #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Vineet Nair,Mumbai,"A simple cool guy who loves travelling, photography, movie buff, tennis, cricket :-*",2010-04-27 15:11:24,93,379,6788,FALSE,2022-06-05 15:55:28,"Vamos Rafa ❤️
I was worried if this was your last match but now a sigh of relief that u didn't drop your retirement plan yet 😍🤩💪
#RolandGarros #GOAT #VAMOSRAFA #VAMOS22 #RafaelNadal #RafafanForever #RafaelNadal𓃵",,Twitter for Android,FALSE
RISHABH Y YADAV,"Indore, India","SOPHOPHILIC ●WRITER●SPORTS GEEK●NADAL❤️●MESSI🦁
Evolving myself!",2016-09-20 7:12:40,43,249,8197,FALSE,2022-06-05 15:55:27,"The 22nd Grand Slam Title,14th #RolandGarros title. THE GREATEST OF ALL TIME Having Mueller Weiss syndrome and yet becoming the Grand Slam champion. This man redefines perseverance and hunger for becoming better than himself.🥺❤️🙌🏻 #RafaelNadal𓃵 #Rafa #FrenchOpen2022",['RolandGarros'],Twitter for Android,FALSE
Toni Cuenca💯+3️⃣🦇,Valencia,Amunt Valencia!!!🦇💯 💪⚓️,2011-04-14 17:17:37,149,751,16506,FALSE,2022-06-05 15:55:23,🇪🇸 Don @RafaelNadal PARERA!! #RafaelNadal𓃵 #RolandGarros 1️⃣4️⃣🏆 2️⃣2️⃣🏆 #Leyenda #Elmejordeportistadelahistoria https://t.co/Q0FiCSJsfw,"['RafaelNadal𓃵', 'RolandGarros', 'Leyenda', 'Elmejordeportistadelahistoria']",Twitter for iPhone,FALSE
Subhadip Das,,The most powerful you can be is just being yourself. CBM lover. Fitness enthusiast. DC & Marvel. #RestoreTheSnyderverse 🤞,2022-02-27 5:45:02,54,790,9919,FALSE,2022-06-05 15:55:20,"The Man.. The Legend.. The King of clay court.. The Prince of Paris..!!!!
🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆
     __R  A  F  A  E  L     N  A  D  A  L__
                              🇪🇦
             👑🥇🏆🎾👏❤️🙏✊
#RafaelNadal𓃵 #RolandGarros #RolandGarros2022 #Nadal https://t.co/NAX2n6gknD",,Twitter for Android,FALSE
Santos Rivera-Cardona,Puerto Rico,"Political Science Ph.D. Student, @RutgersU | “I play each point like my life depends on it.” - @RafaelNadal",2016-04-07 23:44:54,659,797,7349,FALSE,2022-06-05 15:55:19,NADAL IS NOT RETIRING!! #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
V Karthik,"Bengaluru, India","Electrical engineer.
Specialized in World history, Political science, International relations and Indian Security.
Determined dreamer. Forever a Student.",2017-11-03 8:44:50,11,110,158,FALSE,2022-06-05 15:55:12,"#RafaelNadal𓃵
#22ndgrandslam 
One word.
G.O.A.T!!!","['RafaelNadal𓃵', '22ndgrandslam']",Twitter for Android,FALSE
Blizz,Nigeria,Unassuming || OAP @Splashfm1055 || @RNTC Alumni || 2019 Ibadan 60 Most Influential Personality || bfowowe@splashfm1055.com || fowobaf4rill@gmail.com,2010-08-06 14:31:19,5696,859,2304,FALSE,2022-06-05 15:55:11,"Nadal is definitely thinking retirement with this speech of his. I would hate to see that day, but it is inevitable #RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
sonu,,"Express yourself.There is no greater joy.Proud Indian.Admire those who blend modernity wid tradition.Rafa fan.
Interests?Anything under the sun
Views r personal",2021-02-13 14:23:03,1461,1356,27943,FALSE,2022-06-05 15:55:11,"@atptour @CasperRuud98 @rolandgarros Even in ur loss you can win hearts. Just as I was panning him for destroying my evening, this talk just made me like him.👍🙌
Well done buddy🙌❤️
#Ruud 
#RafaelNadal𓃵 https://t.co/7ZexYqPyeL",,Twitter for iPhone,FALSE
